OMNIWeb Plus Browser Results
1966  42  0  83.6
1966  43  0  83.2
1966  44  0  83.9
1966  45  0  83.9
1966  46  0  83.3
1966  47  0  82.7
1966  48  0  82.1
1966  49  0  82.2
1966  50  0  81.1
1966  51  0  82.8
1966  52  0  85.7
1966  53  0  86.0
1966  54  0  82.7
1966  55  0  81.9
1966  56  0  79.3
1966  57  0  83.1
1966  58  0  83.2
1966  59  0  84.1
1966  60  0  79.7
1966  61  0  76.7
1966  62  0  75.8
1966  63  0  75.5
1966  64  0  74.8
1966  65  0  75.5
1966  66  0  76.2
1966  67  0  76.4
1966  68  0  78.5
1966  69  0  78.6
1966  70  0  78.0
1966  71  0  78.3
1966  72  0  80.0
1966  73  0  81.4
1966  74  0  87.1
1966  75  0  92.9
1966  76  0 105.1
1966  77  0 109.6
1966  78  0 114.6
1966  79  0 111.0
1966  80  0 120.3
1966  81  0 105.1
1966  82  0  96.2
1966  83  0  92.9
1966  84  0  91.1
1966  85  0  84.7
1966  86  0  83.1
1966  87  0  87.6
1966  88  0  96.1
1966  89  0  99.0
1966  90  0 110.4
1966  91  0 106.8
1966  92  0 106.3
1966  93  0 102.1
1966  94  0 102.6
1966  95  0 102.0
1966  96  0 104.2
1966  97  0 102.8
1966  98  0 107.3
1966  99  0 100.3
1966 100  0  94.8
1966 101  0  93.9
1966 102  0  94.8
1966 103  0  93.1
1966 104  0  91.0
1966 105  0  96.3
1966 106  0  93.2
1966 107  0  95.2
1966 108  0  92.9
1966 109  0  89.0
1966 110  0  93.5
1966 111  0  91.7
1966 112  0  93.4
1966 113  0  98.8
1966 114  0 103.7
1966 115  0 103.8
1966 116  0 101.3
1966 117  0  96.0
1966 118  0  94.9
1966 119  0  94.5
1966 120  0  93.3
1966 121  0  91.7
1966 122  0  94.0
1966 123  0  94.0
1966 124  0  92.5
1966 125  0  88.6
1966 126  0  87.5
1966 127  0  89.9
1966 128  0  87.8
1966 129  0  87.5
1966 130  0  86.6
1966 131  0  88.3
1966 132  0  92.6
1966 133  0  92.9
1966 134  0  97.2
1966 135  0  99.2
1966 136  0 100.1
1966 137  0  98.9
1966 138  0  98.7
1966 139  0 107.1
1966 140  0 115.5
1966 141  0 123.6
1966 142  0 121.0
1966 143  0 113.9
1966 144  0 117.7
1966 145  0 115.1
1966 146  0 112.3
1966 147  0 108.5
1966 148  0 999.9
1966 149  0 106.8
1966 150  0 101.6
1966 151  0 105.6
1966 152  0 104.8
1966 153  0 103.9
1966 154  0 102.6
1966 155  0 102.0
1966 156  0 101.7
1966 157  0 101.9
1966 158  0  96.9
1966 159  0  99.5
1966 160  0  98.9
1966 161  0  96.8
1966 162  0  96.1
1966 163  0  95.9
1966 164  0  96.1
1966 165  0  96.9
1966 166  0  94.7
1966 167  0  97.9
1966 168  0  99.5
1966 169  0  98.2
1966 170  0  96.9
1966 171  0  94.3
1966 172  0  93.5
1966 173  0  96.1
1966 174  0  99.2
1966 175  0 103.5
1966 176  0 104.8
1966 177  0 105.6
1966 178  0 100.8
1966 179  0 101.4
1966 180  0  99.8
1966 181  0 100.7
1966 182  0 100.1
1966 183  0  98.2
1966 184  0  99.3
1966 185  0 104.8
1966 186  0 105.0
1966 187  0 109.7
1966 188  0 112.6
1966 189  0 114.4
1966 190  0 107.8
1966 191  0 108.1
1966 192  0 109.0
1966 193  0 102.7
1966 194  0 100.4
1966 195  0  99.8
1966 196  0 101.1
1966 197  0 102.8
1966 198  0 101.2
1966 199  0 101.3
1966 200  0 101.5
1966 201  0 101.8
1966 202  0 103.7
1966 203  0 106.5
1966 204  0 114.9
1966 205  0 120.6
1966 206  0 126.0
1966 207  0 127.6
1966 208  0 123.8
1966 209  0 124.2
1966 210  0 132.9
1966 211  0 128.0
1966 212  0 124.6
1966 213  0 125.9
1966 214  0 119.6
1966 215  0 118.2
1966 216  0 116.0
1966 217  0 110.5
1966 218  0 106.0
1966 219  0 101.5
1966 220  0  97.7
1966 221  0  96.4
1966 222  0  94.3
1966 223  0  92.5
1966 224  0  92.8
1966 225  0  93.2
1966 226  0  92.8
1966 227  0  93.7
1966 228  0  95.1
1966 229  0  96.8
1966 230  0  97.5
1966 231  0 100.0
1966 232  0 101.6
1966 233  0 102.7
1966 234  0 105.5
1966 235  0 114.7
1966 236  0 122.0
1966 237  0 126.3
1966 238  0 130.2
1966 239  0 133.4
1966 240  0 132.6
1966 241  0 129.8
1966 242  0 126.1
1966 243  0 120.9
1966 244  0 116.6
1966 245  0 106.3
1966 246  0 103.2
1966 247  0 101.9
1966 248  0 100.5
1966 249  0  97.9
1966 250  0  95.8
1966 251  0  96.2
1966 252  0  95.3
1966 253  0  93.9
1966 254  0  96.6
1966 255  0 100.8
1966 256  0 102.4
1966 257  0 107.4
1966 258  0 112.0
1966 259  0 124.6
1966 260  0 129.1
1966 261  0 142.6
1966 262  0 146.6
1966 263  0 146.0
1966 264  0 137.2
1966 265  0 131.5
1966 266  0 127.5
1966 267  0 126.0
1966 268  0 118.8
1966 269  0 109.4
1966 270  0 102.9
1966 271  0  97.9
1966 272  0  98.6
1966 273  0  95.7
1966 274  0 101.4
1966 275  0 102.0
1966 276  0 103.2
1966 277  0 100.6
1966 278  0 100.0
1966 279  0 101.9
1966 280  0 103.1
1966 281  0  99.4
1966 282  0 103.5
1966 283  0 106.5
1966 284  0 109.8
1966 285  0 114.8
1966 286  0 122.8
1966 287  0 120.3
1966 288  0 120.6
1966 289  0 120.3
1966 290  0 120.5
1966 291  0 118.5
1966 292  0 115.6
1966 293  0 124.1
1966 294  0 120.9
1966 295  0 119.8
1966 296  0 111.1
1966 297  0 106.1
1966 298  0 100.8
1966 299  0  97.7
1966 300  0  92.0
1966 301  0  94.1
1966 302  0  99.7
1966 303  0  95.7
1966 304  0  97.1
1966 305  0  94.6
1966 306  0  96.7
1966 307  0  93.1
1966 308  0  91.7
1966 309  0  97.9
1966 310  0 104.7
1966 311  0 113.4
1966 312  0 116.9
1966 313  0 117.2
1966 314  0 121.9
1966 315  0 126.1
1966 316  0 126.2
1966 317  0 126.4
1966 318  0 124.0
1966 319  0 122.6
1966 320  0 121.2
1966 321  0 113.2
1966 322  0 113.4
1966 323  0 111.0
1966 324  0 110.9
1966 325  0 110.7
1966 326  0 116.5
1966 327  0 114.7
1966 328  0 113.8
1966 329  0 110.7
1966 330  0 107.3
1966 331  0 111.1
1966 332  0 104.1
1966 333  0  98.0
1966 334  0  94.6
1966 335  0  92.2
1966 336  0  95.1
1966 337  0 999.9
1966 338  0 104.8
1966 339  0 110.9
1966 340  0 115.6
1966 341  0 117.7
1966 342  0 123.7
1966 343  0 146.2
1966 344  0 157.3
1966 345  0 162.8
1966 346  0 157.6
1966 347  0 155.5
1966 348  0 149.5
1966 349  0 144.9
1966 350  0 135.1
1966 351  0 124.9
1966 352  0 111.2
1966 353  0 112.3
1966 354  0 107.6
1966 355  0 106.5
1966 356  0 105.5
1966 357  0 110.6
1966 358  0 110.5
1966 359  0 111.6
1966 360  0 110.9
1966 361  0 109.6
1966 362  0 107.5
1966 363  0 109.3
1966 364  0 115.1
1966 365  0 120.5
1967   1  0 124.4
1967   2  0 143.0
1967   3  0 154.0
1967   4  0 160.7
1967   5  0 168.2
1967   6  0 160.5
1967   7  0 153.6
1967   8  0 142.9
1967   9  0 144.7
1967  10  0 145.6
1967  11  0 139.8
1967  12  0 139.1
1967  13  0 138.1
1967  14  0 135.2
1967  15  0 126.6
1967  16  0 120.2
1967  17  0 116.9
1967  18  0 117.4
1967  19  0 116.4
1967  20  0 127.0
1967  21  0 138.2
1967  22  0 139.9
1967  23  0 148.8
1967  24  0 146.8
1967  25  0 142.7
1967  26  0 154.3
1967  27  0 158.3
1967  28  0 156.2
1967  29  0 158.2
1967  30  0 159.0
1967  31  0 156.4
1967  32  0 151.6
1967  33  0 143.5
1967  34  0 138.7
1967  35  0 137.3
1967  36  0 146.8
1967  37  0 148.8
1967  38  0 162.5
1967  39  0 148.3
1967  40  0 145.9
1967  41  0 140.5
1967  42  0 133.7
1967  43  0 132.9
1967  44  0 130.0
1967  45  0 129.2
1967  46  0 126.4
1967  47  0 124.9
1967  48  0 122.2
1967  49  0 124.2
1967  50  0 121.0
1967  51  0 128.6
1967  52  0 131.8
1967  53  0 146.0
1967  54  0 149.3
1967  55  0 162.2
1967  56  0 159.5
1967  57  0 173.3
1967  58  0 176.7
1967  59  0 180.2
1967  60  0 194.2
1967  61  0 197.8
1967  62  0 196.4
1967  63  0 205.9
1967  64  0 179.2
1967  65  0 177.4
1967  66  0 163.8
1967  67  0 156.1
1967  68  0 157.9
1967  69  0 148.4
1967  70  0 141.6
1967  71  0 134.3
1967  72  0 129.1
1967  73  0 127.2
1967  74  0 132.4
1967  75  0 132.1
1967  76  0 132.6
1967  77  0 132.2
1967  78  0 136.0
1967  79  0 140.4
1967  80  0 147.2
1967  81  0 149.5
1967  82  0 155.7
1967  83  0 161.9
1967  84  0 169.2
1967  85  0 163.9
1967  86  0 162.8
1967  87  0 180.7
1967  88  0 178.4
1967  89  0 175.8
1967  90  0 167.6
1967  91  0 158.6
1967  92  0 141.0
1967  93  0 133.3
1967  94  0 125.0
1967  95  0 122.1
1967  96  0 119.0
1967  97  0 126.2
1967  98  0 135.7
1967  99  0 133.3
1967 100  0 130.3
1967 101  0 131.1
1967 102  0 129.8
1967 103  0 126.8
1967 104  0 133.5
1967 105  0 124.1
1967 106  0 126.1
1967 107  0 125.9
1967 108  0 128.7
1967 109  0 126.7
1967 110  0 127.1
1967 111  0 134.0
1967 112  0 131.5
1967 113  0 128.0
1967 114  0 130.5
1967 115  0 132.9
1967 116  0 125.4
1967 117  0 129.2
1967 118  0 135.1
1967 119  0 137.5
1967 120  0 135.3
1967 121  0 136.6
1967 122  0 131.8
1967 123  0 999.9
1967 124  0 125.8
1967 125  0 128.1
1967 126  0 122.8
1967 127  0 119.7
1967 128  0 116.9
1967 129  0 113.6
1967 130  0 109.4
1967 131  0 106.1
1967 132  0 109.7
1967 133  0 107.3
1967 134  0 108.6
1967 135  0 111.0
1967 136  0 113.1
1967 137  0 115.4
1967 138  0 124.8
1967 139  0 135.6
1967 140  0 146.3
1967 141  0 160.3
1967 142  0 182.7
1967 143  0 194.0
1967 144  0 200.9
1967 145  0 210.7
1967 146  0 218.9
1967 147  0 213.8
1967 148  0 202.6
1967 149  0 188.3
1967 150  0 177.4
1967 151  0 175.4
1967 152  0 174.6
1967 153  0 158.0
1967 154  0 150.4
1967 155  0 148.4
1967 156  0 138.7
1967 157  0 130.5
1967 158  0 119.1
1967 159  0 110.1
1967 160  0 103.7
1967 161  0  97.1
1967 162  0  96.9
1967 163  0  96.5
1967 164  0  99.8
1967 165  0 103.8
1967 166  0 107.2
1967 167  0 111.8
1967 168  0 112.0
1967 169  0 115.4
1967 170  0 119.0
1967 171  0 121.3
1967 172  0 122.9
1967 173  0 129.6
1967 174  0 133.1
1967 175  0 132.4
1967 176  0 133.1
1967 177  0 127.8
1967 178  0 131.5
1967 179  0 136.7
1967 180  0 133.4
1967 181  0 126.1
1967 182  0 125.0
1967 183  0 125.7
1967 184  0 129.6
1967 185  0 127.2
1967 186  0 123.7
1967 187  0 116.6
1967 188  0 116.0
1967 189  0 111.8
1967 190  0 109.7
1967 191  0 105.8
1967 192  0 107.1
1967 193  0 106.1
1967 194  0 113.8
1967 195  0 122.4
1967 196  0 127.6
1967 197  0 130.1
1967 198  0 129.6
1967 199  0 131.3
1967 200  0 128.6
1967 201  0 135.5
1967 202  0 140.2
1967 203  0 152.4
1967 204  0 161.8
1967 205  0 176.4
1967 206  0 195.5
1967 207  0 199.9
1967 208  0 213.2
1967 209  0 213.1
1967 210  0 215.7
1967 211  0 211.6
1967 212  0 188.9
1967 213  0 176.6
1967 214  0 166.7
1967 215  0 163.5
1967 216  0 149.3
1967 217  0 155.4
1967 218  0 155.4
1967 219  0 150.2
1967 220  0 143.4
1967 221  0 141.2
1967 222  0 136.7
1967 223  0 136.2
1967 224  0 138.9
1967 225  0 137.5
1967 226  0 130.0
1967 227  0 127.4
1967 228  0 132.9
1967 229  0 148.3
1967 230  0 157.1
1967 231  0 172.3
1967 232  0 172.9
1967 233  0 178.8
1967 234  0 178.5
1967 235  0 178.3
1967 236  0 169.9
1967 237  0 170.8
1967 238  0 172.0
1967 239  0 171.2
1967 240  0 169.9
1967 241  0 172.7
1967 242  0 164.0
1967 243  0 165.7
1967 244  0 160.5
1967 245  0 156.6
1967 246  0 147.0
1967 247  0 140.9
1967 248  0 138.7
1967 249  0 133.8
1967 250  0 128.4
1967 251  0 133.9
1967 252  0 131.5
1967 253  0 133.6
1967 254  0 131.8
1967 255  0 131.7
1967 256  0 127.6
1967 257  0 128.0
1967 258  0 130.4
1967 259  0 126.4
1967 260  0 126.7
1967 261  0 128.7
1967 262  0 127.7
1967 263  0 130.6
1967 264  0 126.6
1967 265  0 124.6
1967 266  0 123.8
1967 267  0 131.8
1967 268  0 134.1
1967 269  0 134.4
1967 270  0 137.3
1967 271  0 134.6
1967 272  0 131.7
1967 273  0 131.7
1967 274  0 139.7
1967 275  0 135.0
1967 276  0 131.5
1967 277  0 129.9
1967 278  0 125.7
1967 279  0 129.9
1967 280  0 125.8
1967 281  0 121.5
1967 282  0 122.1
1967 283  0 127.3
1967 284  0 136.5
1967 285  0 135.4
1967 286  0 130.8
1967 287  0 127.8
1967 288  0 122.6
1967 289  0 118.0
1967 290  0 117.3
1967 291  0 113.3
1967 292  0 119.3
1967 293  0 131.2
1967 294  0 130.1
1967 295  0 137.3
1967 296  0 139.4
1967 297  0 141.3
1967 298  0 142.1
1967 299  0 148.2
1967 300  0 161.1
1967 301  0 177.0
1967 302  0 163.4
1967 303  0 159.5
1967 304  0 148.6
1967 305  0 140.3
1967 306  0 140.9
1967 307  0 137.5
1967 308  0 130.5
1967 309  0 121.8
1967 310  0 119.6
1967 311  0 113.1
1967 312  0 112.8
1967 313  0 111.1
1967 314  0 117.3
1967 315  0 124.1
1967 316  0 132.7
1967 317  0 134.7
1967 318  0 136.9
1967 319  0 142.9
1967 320  0 151.8
1967 321  0 154.9
1967 322  0 156.9
1967 323  0 166.7
1967 324  0 166.0
1967 325  0 161.4
1967 326  0 159.4
1967 327  0 156.6
1967 328  0 152.6
1967 329  0 154.7
1967 330  0 157.9
1967 331  0 155.0
1967 332  0 157.2
1967 333  0 150.3
1967 334  0 144.4
1967 335  0 140.0
1967 336  0 131.5
1967 337  0 120.5
1967 338  0 126.3
1967 339  0 121.6
1967 340  0 130.3
1967 341  0 127.6
1967 342  0 129.6
1967 343  0 130.0
1967 344  0 127.7
1967 345  0 136.6
1967 346  0 139.1
1967 347  0 143.0
1967 348  0 153.4
1967 349  0 164.3
1967 350  0 181.3
1967 351  0 202.0
1967 352  0 212.4
1967 353  0 205.4
1967 354  0 201.5
1967 355  0 198.0
1967 356  0 182.3
1967 357  0 164.0
1967 358  0 152.9
1967 359  0 159.4
1967 360  0 165.3
1967 361  0 177.0
1967 362  0 184.1
1967 363  0 176.5
1967 364  0 158.9
1967 365  0 152.6
1968   1  0 171.4
1968   2  0 171.8
1968   3  0 179.3
1968   4  0 183.8
1968   5  0 191.2
1968   6  0 209.7
1968   7  0 223.9
1968   8  0 230.2
1968   9  0 222.0
1968  10  0 208.3
1968  11  0 202.5
1968  12  0 198.9
1968  13  0 197.2
1968  14  0 187.0
1968  15  0 176.6
1968  16  0 160.8
1968  17  0 157.4
1968  18  0 148.5
1968  19  0 141.6
1968  20  0 137.3
1968  21  0 132.5
1968  22  0 135.7
1968  23  0 137.9
1968  24  0 148.6
1968  25  0 160.1
1968  26  0 174.0
1968  27  0 185.0
1968  28  0 213.0
1968  29  0 220.7
1968  30  0 229.1
1968  31  0 239.1
1968  32  0 254.1
1968  33  0 253.0
1968  34  0 244.3
1968  35  0 220.3
1968  36  0 191.4
1968  37  0 172.2
1968  38  0 164.2
1968  39  0 151.5
1968  40  0 151.7
1968  41  0 155.7
1968  42  0 155.7
1968  43  0 159.1
1968  44  0 149.1
1968  45  0 145.7
1968  46  0 141.8
1968  47  0 142.5
1968  48  0 138.6
1968  49  0 135.2
1968  50  0 137.5
1968  51  0 138.6
1968  52  0 148.5
1968  53  0 151.8
1968  54  0 156.5
1968  55  0 164.6
1968  56  0 177.4
1968  57  0 183.9
1968  58  0 175.7
1968  59  0 170.7
1968  60  0 167.4
1968  61  0 162.8
1968  62  0 164.4
1968  63  0 150.8
1968  64  0 144.5
1968  65  0 137.8
1968  66  0 136.0
1968  67  0 131.6
1968  68  0 124.1
1968  69  0 122.8
1968  70  0 124.1
1968  71  0 128.3
1968  72  0 130.4
1968  73  0 127.8
1968  74  0 127.9
1968  75  0 125.9
1968  76  0 128.2
1968  77  0 135.2
1968  78  0 132.2
1968  79  0 130.1
1968  80  0 129.6
1968  81  0 140.0
1968  82  0 142.2
1968  83  0 145.5
1968  84  0 154.4
1968  85  0 156.0
1968  86  0 156.8
1968  87  0 159.2
1968  88  0 157.1
1968  89  0 156.2
1968  90  0 160.3
1968  91  0 155.8
1968  92  0 143.8
1968  93  0 144.1
1968  94  0 137.1
1968  95  0 131.7
1968  96  0 129.1
1968  97  0 125.1
1968  98  0 124.7
1968  99  0 130.7
1968 100  0 141.1
1968 101  0 142.8
1968 102  0 138.4
1968 103  0 142.7
1968 104  0 141.9
1968 105  0 138.3
1968 106  0 140.0
1968 107  0 141.0
1968 108  0 132.2
1968 109  0 127.7
1968 110  0 125.3
1968 111  0 122.4
1968 112  0 123.4
1968 113  0 115.6
1968 114  0 111.7
1968 115  0 117.5
1968 116  0 119.9
1968 117  0 114.3
1968 118  0 119.1
1968 119  0 128.4
1968 120  0 128.0
1968 121  0 132.8
1968 122  0 144.8
1968 123  0 148.2
1968 124  0 156.3
1968 125  0 154.5
1968 126  0 156.0
1968 127  0 148.5
1968 128  0 145.4
1968 129  0 141.6
1968 130  0 139.8
1968 131  0 139.7
1968 132  0 133.5
1968 133  0 127.3
1968 134  0 128.3
1968 135  0 138.2
1968 136  0 141.8
1968 137  0 150.7
1968 138  0 166.5
1968 139  0 178.4
1968 140  0 185.3
1968 141  0 193.6
1968 142  0 194.6
1968 143  0 190.3
1968 144  0 185.7
1968 145  0 182.6
1968 146  0 181.0
1968 147  0 177.1
1968 148  0 170.9
1968 149  0 158.1
1968 150  0 150.9
1968 151  0 151.3
1968 152  0 148.9
1968 153  0 152.0
1968 154  0 145.4
1968 155  0 143.8
1968 156  0 144.0
1968 157  0 138.3
1968 158  0 145.5
1968 159  0 152.2
1968 160  0 154.6
1968 161  0 149.0
1968 162  0 147.9
1968 163  0 146.5
1968 164  0 143.4
1968 165  0 143.4
1968 166  0 139.5
1968 167  0 139.7
1968 168  0 138.2
1968 169  0 139.6
